status,ngrams,entropy,entropyRelative,vowel-cons,firstDigitIndex,length,digits,ip,special,port,subdomain,shortening,abnormal
1,850.4217254257032,4.0727007561086035,2.11180275891953,0.36,43,47,1,0,1,0,4,0,0
0,983.533496732026,3.572469458770136,1.9757200615494395,0.2,0,17,0,0,1,0,2,0,0
0,916.9980068463387,4.603729709050618,2.7095370323121757,0.4411764705882353,27,68,7,0,1,0,4,0,0
0,806.5925647451962,3.463280517810811,1.8546884155186965,0.15384615384615385,0,21,0,0,1,0,3,0,0
1,663.7045339637283,5.445221642029346,0.9645629291227179,0.44,63,172,43,0,1,0,7,0,0
0,933.482972136223,3.6163485660751644,1.7060726210294366,0.4,0,19,0,0,1,0,3,0,0
1,913.5122392290249,4.423981820580905,2.4733664965202853,0.4,0,50,0,0,1,0,4,0,0
1,1143.0606004954916,4.131171031016862,0.803238838022889,0.5161290322580645,0,58,0,0,1,0,6,1,0
1,721.5291477528318,4.557605347445475,1.536696252879387,0.11320754716981132,52,78,9,0,1,0,5,1,0
0,977.2497561050908,4.3874756082609565,1.4459775822410905,0.48484848484848486,0,61,0,0,1,0,3,1,0
0,855.937491520825,3.824862957617356,1.266914729797186,0.29411764705882354,0,28,0,0,1,0,3,0,0
0,1287.156766917293,3.689703732199547,1.3994386911613068,0.5454545454545454,0,21,0,0,1,0,2,0,0
0,1387.9094852176247,4.018884391699702,1.9924731825377433,0.52,0,44,0,0,1,0,3,0,0
0,1116.3583369931196,4.033794020992213,0.7085317269524868,0.5384615384615384,0,46,0,0,1,0,3,1,1
1,1043.6544578853047,3.941428031846024,2.7856657729140726,0.14285714285714285,13,32,2,0,1,0,3,0,0
1,1140.4608585858587,4.07674143017386,1.170239971119263,0.5882352941176471,0,34,0,0,1,0,3,0,0
1,714.7600831122653,5.455583215152247,0.6017753846708518,0.45348837209302323,49,187,38,0,1,0,7,0,0
1,957.6774985431235,4.4603738550556615,3.346334818760224,0.45454545454545453,31,66,6,0,1,0,4,0,1
1,1124.3551759834368,4.499095389252757,1.5150330247500134,0.6176470588235294,21,70,2,0,1,0,4,0,0
1,771.3000483091787,3.733660689688185,3.053734769440581,0.3333333333333333,21,25,2,0,1,0,3,0,0
1,660.7927798383774,4.773043983484694,3.3744979942278563,0.18181818181818182,26,54,8,0,1,0,3,1,0
0,1184.8728610143246,4.091622411276601,1.1020569032135354,0.4166666666666667,0,42,0,0,1,0,3,0,0
0,1062.0176919913038,4.198260480699484,1.6772221304717436,0.5,0,62,0,0,1,0,3,0,0
1,870.9891516670464,4.7366223863702075,0.7926746153641194,0.5483870967741935,33,77,22,0,1,0,2,0,0
1,1128.908962044236,4.582726386643206,0.8995977613767089,0.5405405405405406,69,74,6,0,1,0,4,0,0
1,885.345608817127,4.719726497119892,1.1178122325987816,0.5535714285714286,63,128,22,0,1,0,5,0,0
1,794.7708582315468,4.934669156811631,1.2725729281618978,0.54,59,123,28,0,1,0,6,0,0
0,955.4029702257154,4.058962719365557,1.2952475204170837,0.4,0,43,0,0,1,0,4,0,0
0,996.9388645624276,3.8573068568981284,1.4002455371678266,0.35294117647058826,0,29,0,0,1,0,3,0,0
0,1012.0153503175975,4.361286400548644,1.1459339282349794,0.40816326530612246,34,91,6,0,1,0,4,0,0
0,1050.2635507246375,3.7336606896881848,1.4187047732075202,0.5833333333333334,0,25,0,0,1,0,3,0,0
0,1255.0155183993556,4.169904854763321,1.4650581119171975,0.6111111111111112,0,103,0,0,1,0,4,0,0
0,1272.2913372859025,3.6572682296173897,1.035542863713295,0.26666666666666666,0,24,0,0,1,0,2,0,0
1,400.4032244102012,5.845528108454808,2.006323328633649,0.22941176470588234,21,260,38,0,1,0,7,0,0
1,1135.0780211975791,4.597390481480593,1.0665718912227367,0.6,156,163,2,0,1,0,6,0,0
0,1060.6793825686302,4.107071007769755,2.515440113717894,0.5,0,49,0,0,1,0,4,0,1
0,840.8355314009663,4.023465189601645,1.445483134593356,0.35714285714285715,0,25,0,0,1,0,3,0,0
1,1018.6231989007724,3.9032080616476805,1.4088599086628146,0.4,0,34,0,0,1,0,3,1,1
1,984.3483538342874,4.332645611332709,1.464065293341952,0.4358974358974359,0,70,0,0,1,0,6,0,0
1,1042.66805933085,3.933990357756304,2.249170155060155,0.3333333333333333,0,44,0,0,1,0,3,0,0
1,1072.6067804646752,4.322243764812241,0.7715584979614428,0.4418604651162791,0,76,0,0,1,0,4,1,0
0,804.4743107769423,3.653756708287001,2.694391777592573,0.25,0,21,0,0,1,0,3,0,0
0,1097.8673178673178,4.1430604604373595,0.8876432791712373,0.6176470588235294,0,65,0,0,1,0,4,0,0
0,1039.657295645531,4.128724445269141,0.7417153046094929,0.45,0,35,0,0,1,0,3,0,0
0,851.1238936793875,4.4850090775645715,2.622067769876508,0.3448275862068966,52,53,2,0,1,0,5,0,0
1,1090.3359459254198,4.507590282170212,1.2115571323476755,0.5714285714285714,56,77,14,0,1,0,3,0,0
0,863.6398309178744,3.723074189428569,1.6817752159827406,0.35714285714285715,0,25,0,0,1,0,3,0,0
1,943.2037371248115,4.7420837126427955,3.6869394375834332,0.5277777777777778,12,229,22,0,1,0,4,0,0
0,825.6007346784431,4.135940488298282,2.879001967158861,0.3333333333333333,33,43,2,0,1,0,4,0,0
1,1139.4894040571933,4.233477930091848,1.2976126990355736,0.36363636363636365,0,71,0,0,1,0,4,0,0
1,988.2478379649733,4.329123753101106,1.0018229025790313,0.42857142857142855,0,49,0,0,1,0,3,0,0
1,1094.6716081076545,4.265583322887732,2.3804768221360293,0.37037037037037035,0,44,0,0,1,0,4,0,0
0,955.1939903846154,4.490327073444993,3.124684474591981,0.42424242424242425,25,66,6,0,1,0,4,0,0
1,1161.3566859066857,4.132811395078722,0.8474382240405108,0.5172413793103449,32,56,3,0,1,0,3,0,0
1,1032.5241152083256,4.1604200911461655,2.110651282194782,0.5238095238095238,0,39,0,0,1,0,3,0,0
0,945.2990418118469,4.282098601752792,3.1069050731635324,0.5555555555555556,38,42,5,0,1,0,4,0,0
0,913.6811594202899,3.7720552088742005,1.6091074650623893,0.2857142857142857,0,24,0,0,1,0,3,0,0
0,943.5342479297984,4.0022680844408445,0.9212865921186691,0.19047619047619047,0,31,0,0,1,0,3,1,0
0,1087.8481915069303,4.430382187281413,1.6338174840461896,0.5178571428571429,46,113,9,0,1,0,3,0,0
1,699.5859161152302,5.249241189695094,2.3916734688296075,0.3,35,113,6,0,1,0,3,0,0
0,938.8508980938417,4.086526226193701,3.1069050731635324,0.5625,33,33,1,0,1,0,3,0,0
0,956.8205467372135,4.021268494903765,0.9484589622085375,0.35294117647058826,0,29,0,0,1,0,3,1,0
0,1042.0122584257958,4.441004788405311,0.7024969477462,0.525,43,81,6,0,1,0,5,0,1
1,1040.200328407225,4.081727678869736,1.032432314852543,0.3333333333333333,0,30,0,0,1,0,3,0,0
1,1038.354941622039,4.01055966178607,1.432569177926606,0.48148148148148145,0,49,0,0,1,0,4,0,0
0,1031.06056237418,4.317155962520949,2.7093723602678796,0.5483870967741935,0,60,0,0,1,0,3,0,0
1,651.4478354978355,3.5726236638951634,3.5449125926794,0.06666666666666667,0,22,0,0,1,0,3,0,0
1,321.9439924974809,5.582472279263884,4.137315734681217,0.12755102040816327,32,260,31,0,1,0,3,0,0
1,949.9673176414158,4.169618980830811,1.4228325806020778,0.38461538461538464,0,47,0,0,1,0,3,0,0
0,863.6006720430108,3.9056390622295662,1.0835022962569427,0.3888888888888889,0,32,0,0,1,0,4,0,0
0,888.8969507101086,3.535174565635903,2.7593619784803867,0.4,0,21,0,0,1,0,3,0,1
0,1149.3819609082768,4.198603750787606,1.8163102072382478,0.42857142857142855,0,38,0,0,1,0,2,0,0
1,828.9132453567937,4.1272831343132905,3.00277560798485,0.35294117647058826,18,33,3,0,1,0,3,0,0
1,977.2982078853046,3.92599298842148,1.2519963824171403,0.3157894736842105,0,31,0,0,1,0,3,1,0
1,1292.9646932646933,3.9900097040407405,1.2051190650203385,0.47619047619047616,0,37,0,0,1,0,2,0,0
1,663.6166753523115,5.150118173750302,2.0578071660509503,0.2545454545454545,35,86,5,0,1,0,4,0,0
1,884.8151551459295,4.724559142329493,1.1178122325987816,0.5087719298245614,62,126,22,0,1,0,5,0,0
0,1224.7565398787153,4.341944503157114,1.2331525502362009,0.5454545454545454,83,87,5,0,1,0,2,0,0
1,1191.3821014492753,3.8634651896016456,1.4201604892727666,0.42857142857142855,0,25,0,0,1,0,2,0,0
1,815.1597844749898,4.463888030795445,4.677888184446221,0.36363636363636365,12,53,14,0,1,0,5,1,0
0,896.0950317124734,4.29464636342018,3.533871317913579,0.5454545454545454,0,45,0,0,1,0,3,0,0
1,614.539443900899,4.485288755706637,3.0062925736604127,0.5454545454545454,62,154,73,0,1,0,7,0,0
0,1017.9769793072423,4.156198332810095,1.7967446858891918,0.4782608695652174,0,40,0,0,1,0,3,0,0
1,760.8768241926136,4.45148902643068,5.652234969784841,0.6,8,38,8,0,1,0,3,0,0
0,816.1013770180438,3.655045546825804,2.0844930911714505,0.3333333333333333,0,28,0,0,1,0,5,0,0
1,948.4307872945246,3.8732358263763285,1.3376786341802862,0.3888888888888889,0,31,0,0,1,0,3,0,0
0,1267.529369400513,4.143185962258587,0.9869263134832986,0.48484848484848486,0,58,0,0,1,0,3,0,0
0,727.9991830065359,3.419381945646371,2.786084099833375,0.2,0,18,0,0,1,0,3,0,0
1,990.3937316263632,4.527597666283007,1.1178122325987816,0.5,64,76,6,0,1,0,5,0,0
1,1027.5526255031518,4.433440854318955,0.7926746153641194,0.65625,33,77,17,0,1,0,2,0,0
1,1086.636795145035,4.548766667800574,0.6764641618060093,0.5294117647058824,40,95,5,0,1,0,4,0,0
0,903.9784425451093,3.8100810205217313,1.907405968436442,0.5,0,27,0,0,1,0,3,0,0
1,1150.390416065416,3.940473896272171,1.580709576393884,0.36363636363636365,0,56,0,0,1,0,3,0,0
0,921.3262178434593,4.031401845392172,0.9681609121006143,0.3333333333333333,0,30,0,0,1,0,3,0,0
0,1191.7351886299255,4.0478467699778795,3.398691617840759,0.391304347826087,0,39,0,0,1,0,3,1,0
1,1088.9457870798644,4.304047012067739,0.6599744746882881,0.5185185185185185,0,48,0,0,1,0,2,0,0
1,999.2509648303767,4.006749918638778,1.4986769745773232,0.5555555555555556,0,36,0,0,1,0,3,0,0
1,877.2227576974565,4.876488731802438,0.5281208532113799,0.3269230769230769,51,85,6,0,1,0,3,0,0
0,1177.4399209486166,4.069347760631337,1.927256069918158,0.6086956521739131,0,46,0,0,1,0,3,1,0
0,1382.5049349881795,4.097671930758878,1.5603809036056482,0.5961538461538461,0,96,0,0,1,0,3,0,0
1,969.3989988876529,4.0022680844408445,1.7297153774859542,0.3888888888888889,18,31,1,0,1,0,3,1,1
0,979.555460541024,4.325021007875938,0.702135457128746,0.5294117647058824,26,72,6,0,1,0,2,0,0
0,1281.6037106524911,4.004285091072619,0.9728257778890548,0.4583333333333333,0,41,0,0,1,0,3,1,1
1,387.75928161973457,4.355172082883939,4.323323717489321,0.175,16,439,233,0,1,0,4,0,0
1,1000.3888385516293,4.063387937609557,0.9671118291907914,0.34615384615384615,0,44,0,0,1,0,3,0,1
0,1024.2961944676686,4.473383121261554,0.8722907270409596,0.34146341463414637,67,73,6,0,1,0,3,0,0
1,927.2554211469534,4.038909765557392,2.4058895015526858,0.35294117647058826,16,32,4,0,1,0,3,1,1
0,877.4739353464964,4.016735577283109,1.3794397441286657,0.3333333333333333,37,42,1,0,1,0,3,0,0
1,902.8224803751119,3.8328107368431286,2.5736503699132336,0.3181818181818182,0,38,0,0,1,0,5,0,0
0,1103.5114862781377,4.209147917027245,2.133753493475915,0.39285714285714285,0,48,0,0,1,0,4,0,0
1,473.98291480334825,3.5766176449086653,4.883213015427452,0.125,11,19,4,0,1,0,3,0,0
1,628.2750766005483,4.558050641365494,3.3744979942278563,0.21875,24,54,8,0,1,0,3,1,0
1,832.3150670278897,4.768879379732699,1.2725729281618978,0.5306122448979592,55,116,24,0,1,0,5,0,0
1,902.8204460446045,4.7575059440467955,0.48865878030031984,0.4583333333333333,70,101,21,0,1,0,3,0,0
1,1175.7618010586905,3.996653522439333,0.9681109640565535,0.5185185185185185,0,48,0,0,1,0,2,0,0
0,1161.841305916306,4.363616225360277,1.2367936835741915,0.3939393939393939,50,57,2,0,1,0,3,0,0
0,1192.3762740183793,3.880179922675737,0.9323822832495053,0.3076923076923077,0,21,0,0,1,0,2,0,0
1,916.4154318789664,4.719045852343943,1.2725729281618978,0.6875,55,120,21,0,1,0,5,0,0
0,1096.8881642512076,3.8634651896016456,1.2214404191638177,0.46153846153846156,0,25,0,0,1,0,3,0,0
1,963.216129032258,3.890319531114783,1.1433241962257286,0.47058823529411764,0,32,0,0,1,0,3,0,0
0,1011.9776811594203,3.8332696895151073,1.5057076266767204,0.26666666666666666,0,25,0,0,1,0,3,0,0
1,1054.5621814475026,4.7417778624989975,1.2646406230321552,0.4482758620689655,84,111,12,0,1,0,5,0,1
1,582.1821556915307,4.97024483163753,3.293996381411934,0.3,38,66,18,0,1,0,3,0,0
1,1307.7797820947683,4.036239658478711,1.2163014399200667,0.7391304347826086,0,48,0,0,1,0,2,0,0
1,965.239789196311,3.849223912390625,2.347303652093373,0.3076923076923077,0,23,0,0,1,0,3,0,0
1,900.4591689372161,4.813949773598383,1.1178122325987816,0.5254237288135594,64,127,19,0,1,0,5,0,0
0,749.2765700483092,3.6572682296173897,1.59371337676179,0.2,0,24,0,0,1,0,3,0,0
1,1079.7598691198134,4.317589585987901,1.4969730628231552,0.5,0,47,0,0,1,0,2,1,0
0,972.5394890938369,4.273911011375186,1.1419137936767247,0.46153846153846156,0,46,0,0,1,0,3,1,1
0,1045.786807649731,4.090054987253751,1.3260686691723498,0.3488372093023256,0,69,0,0,1,0,4,0,0
0,934.4156942656942,4.087567554701195,1.428245317211854,0.391304347826087,0,37,0,0,1,0,3,1,1
1,1111.6428669358336,4.028281314544827,0.8331602707906562,0.59375,0,63,0,0,1,0,3,0,0
0,873.78951833607,4.0980685120588385,1.3182651273971167,0.3333333333333333,0,30,0,0,1,0,3,0,0
0,939.7540177727359,4.210807487109298,1.7081451434746642,0.34615384615384615,0,43,0,0,1,0,4,0,0
1,1207.3094310035842,3.952819531114783,1.410277861139409,0.4444444444444444,0,32,0,0,1,0,2,0,0
0,1171.24985260771,4.139849000253965,1.2526644181669317,0.30303030303030304,0,50,0,0,1,0,4,0,0
0,843.122621564482,4.306498528791829,3.219324043286112,0.5263157894736842,39,44,6,0,1,0,4,0,0
0,900.7965242165242,3.736006946447657,1.3804202524244027,0.23529411764705882,0,27,0,0,1,0,3,0,0
1,713.6235593963748,5.354302779385439,2.644060453347829,0.27692307692307694,65,105,4,0,1,0,3,1,0
1,853.7615496045729,4.466542752164838,6.305600810002775,0.4,8,45,9,0,1,0,4,0,0
0,1053.3545474910395,3.8431390622295662,1.8649933848695701,0.3888888888888889,0,32,0,0,1,0,3,1,1
0,965.5840681248577,4.1835344270007955,1.7286117357688233,0.29411764705882354,0,57,0,0,1,0,3,0,0
0,684.7747284878865,3.748994803525096,3.39732458340771,0.25,0,21,0,0,1,0,3,1,0
1,984.7732455119553,4.7341854355416375,1.2862330368964106,0.5882352941176471,30,155,29,0,1,0,5,0,0
1,209.38588137009188,3.5225715891363594,6.99409295151448,0.0,8,21,10,1,1,0,4,0,0
1,636.5639634083667,4.15211763974373,2.5736503699132336,0.15625,26,47,3,0,1,0,3,0,0
1,1073.2620759414879,3.9375770020923038,1.9887254439732467,0.5,9,36,1,0,1,0,3,0,0
0,1226.3224091880343,4.258240266868478,0.8650115895609857,0.4864864864864865,0,65,0,0,1,0,3,0,0
0,931.1615220528264,4.001822825622231,1.4948354460893225,0.5,0,23,0,0,1,0,3,0,1
1,1069.459420289855,4.249014336859389,1.1773700958992217,0.44,15,46,2,0,1,0,3,1,1
0,1270.7959708317883,3.6955011488173946,1.4371729931116515,0.3888888888888889,0,31,0,0,1,0,3,0,0
1,393.8461045709473,4.522862964886046,1.7691065374356592,0.5909090909090909,23,54,13,0,1,0,3,0,0
0,1135.7684729064038,4.0062389286533895,1.8108332782407488,0.3333333333333333,0,30,0,0,1,0,3,0,1
0,1111.173828130465,4.1481918375123215,1.7837446831242398,0.4166666666666667,0,63,0,0,1,0,3,0,0
0,1280.4894434269434,4.148313389518837,0.90697550314252,0.5882352941176471,0,65,0,0,1,0,3,0,0
1,983.399827024827,4.4413192596360185,0.8002293365109902,0.4857142857142857,18,65,6,0,1,0,4,0,0
1,794.1236472864438,4.773569921882376,1.650055395536098,0.26666666666666666,22,136,25,0,1,0,6,0,0
1,1057.031309216193,4.160383163865372,0.8286786809565819,0.7272727272727273,0,45,0,0,1,0,3,1,0
1,1173.7902340939459,4.008947073809812,1.3846044477202522,0.48148148148148145,0,48,0,0,1,0,5,0,0
0,1018.2499543878853,3.6673146153696132,1.3821284336315913,0.2777777777777778,0,29,0,0,1,0,3,0,0
1,1036.1893436021342,4.2290005848323515,1.514120831185661,0.6363636363636364,0,44,0,0,1,0,2,0,0
0,874.5202358926919,4.042481250360578,1.2292675338265306,0.36,39,48,6,0,1,0,4,0,0
0,824.6231884057971,3.855388542207534,2.0236281640459524,0.2857142857142857,0,24,0,0,1,0,3,0,0
0,748.8518037518038,3.51602764126623,3.1487512078886506,0.3076923076923077,0,22,0,0,1,0,3,0,0
0,965.9500469043152,4.277926089825635,1.689246614685365,0.375,0,41,0,0,1,0,3,0,0
1,524.1506384833608,4.961759620636943,1.558064448052681,0.3939393939393939,24,73,18,0,1,0,3,0,0
1,997.0448026279515,4.498472515766562,1.5710225579568624,0.4,23,69,5,0,1,0,5,0,1
0,850.3562154108131,3.991794254480547,2.6731277704887253,0.3125,14,29,2,0,1,0,3,1,1
0,1032.0042055897318,4.1835344270007955,0.6327119443987176,0.4117647058823529,0,57,0,0,1,0,4,0,0
0,703.2565583369932,4.631832608042798,4.682554096733717,0.391304347826087,14,46,4,0,1,0,4,0,0
1,856.9702180059876,4.7820660391514,1.2725729281618978,0.48333333333333334,59,124,16,0,1,0,6,0,0
1,895.6672413793103,3.9898980954642873,2.1019831744838546,0.4375,0,30,0,0,1,0,3,1,1
0,881.4522727272728,4.546002407395105,1.609834043099161,0.30952380952380953,0,66,0,0,1,0,4,0,0
1,1029.9604852972986,4.2686446103933715,1.0534312012240956,0.36585365853658536,0,69,0,0,1,0,3,0,0
0,1229.6454636837552,4.403125667929039,1.0009163303413093,0.8085106382978723,0,98,0,0,1,0,2,0,0
0,1252.7586367057545,4.1395904392012275,0.9965209937401701,0.35,0,63,0,0,1,0,4,0,0
1,1023.3830473330476,4.003259028248121,1.427723308264993,0.36363636363636365,0,37,0,0,1,0,3,0,0
0,705.2800841134175,4.137537511266052,2.039453666508183,0.29411764705882354,0,28,0,0,1,0,2,0,0
1,1123.3529375443798,4.189117157931288,0.6771247960775167,0.5625,0,61,0,0,1,0,5,1,0
0,1115.8022088835535,4.107906715661284,0.9936680088392302,0.5185185185185185,0,51,0,0,1,0,3,0,0
0,958.6375108144853,4.091135423220312,1.408859943459947,0.4,28,31,4,0,1,1,3,0,0
0,817.762865497076,3.4273334938982645,1.9510302125103067,0.25,0,21,0,0,1,0,3,0,0
1,1288.0296086275296,4.218924578524213,1.1855340612178704,0.7058823529411765,0,101,0,0,1,0,3,0,0
1,907.0876495726496,3.7192945256669785,1.5078656323452893,0.35714285714285715,0,26,0,0,1,0,3,0,1
1,665.743397888661,4.703103060254539,0.7904092252000914,0.375,37,77,25,0,1,0,4,0,0
0,1022.7509157509157,4.110577243331643,1.0081051623403865,0.29411764705882354,0,28,0,0,1,0,3,0,0
1,840.0092567851281,4.718475137963169,2.5736503699132336,0.34146341463414637,58,69,5,0,1,0,5,0,0
0,1009.8169377599525,3.9176264438733592,1.5020389210425142,0.5294117647058824,0,34,0,0,1,0,3,1,0
1,1017.8588566827698,3.971734173768879,0.868194933472731,0.22580645161290322,0,46,0,0,1,0,3,1,0
0,1060.0905203312323,3.873235826376328,1.3094296669945131,0.3888888888888889,0,31,0,0,1,0,3,0,0
0,1081.4777712186803,4.2616079649896825,2.7093723602678796,0.4,0,121,0,0,1,0,3,0,0
1,764.9102661227661,4.544489294211623,6.306770839381374,0.3103448275862069,8,66,17,0,1,0,7,1,0
1,1196.1570429816823,4.253600351027017,1.1849550965647355,0.4666666666666667,0,53,0,0,1,0,4,0,0
0,719.9667388167387,3.629219686524096,2.813154373113995,0.36363636363636365,0,22,0,0,1,0,4,0,0
0,997.5939792008758,4.006238928653389,1.435714530613705,0.47058823529411764,0,30,0,0,1,0,3,0,0
0,942.9423646784993,4.485971388448145,1.4004365829401433,0.29411764705882354,39,59,5,0,1,0,4,0,0
1,1136.1183063452763,4.289451945930605,0.8270383780613777,0.4827586206896552,42,53,1,0,1,0,3,0,0
0,855.915800865801,3.629219686524096,1.899297845436329,0.45454545454545453,0,22,0,0,1,0,3,0,0
1,1178.8642951251647,3.709147917027245,1.8927949581220187,0.7272727272727273,0,24,0,0,1,0,2,0,0
0,1016.0373762040427,3.940759832540089,1.556105945454108,0.375,0,28,0,0,1,0,3,0,0
0,1275.0014035906258,4.27781583136488,1.4556809902930998,0.5,0,71,0,0,1,0,4,0,0
0,992.1122336622337,3.9723064058771302,2.133753493475915,0.30434782608695654,0,37,0,0,1,0,4,0,0
0,968.4958024691358,3.6800893536948074,1.321202441786293,0.3125,0,27,0,0,1,0,3,0,0
0,349.3748538011696,3.5585186130489057,7.391539127137097,0.125,12,21,5,0,1,1,3,0,0
0,1109.2243140019978,4.04487701288776,1.2166957892170769,0.37142857142857144,59,62,2,0,1,0,3,0,0
1,868.1836951894423,3.6933452188924916,1.7828889116501945,0.25,24,29,2,0,1,0,3,0,0
1,673.7663906142167,4.985867302411999,2.3618086514021117,0.38461538461538464,33,70,5,0,1,0,3,0,0
1,1038.5351712847125,4.591476615572955,2.061920185523902,0.4827586206896552,95,110,5,0,1,0,4,0,0
0,1179.5440418679548,4.075101293381129,1.4883853613950917,0.6086956521739131,0,46,0,0,1,0,3,0,0
0,1238.7925287192768,4.274419276456456,1.520395963875598,0.5,0,53,0,0,1,0,3,0,0
1,681.7738762900766,5.214658514541116,2.3916734688296075,0.43636363636363634,35,99,8,0,1,0,3,0,0
0,913.9479487179487,3.921029621737614,1.2322002830418515,0.3333333333333333,0,26,0,0,1,0,3,0,0
0,1205.7173509159231,4.316499122181016,2.486591665566552,0.5588235294117647,0,63,0,0,1,0,3,0,0
1,1136.0049955197132,3.9681390622295667,2.5967187367828704,0.47058823529411764,0,32,0,0,1,0,2,1,0
0,1100.622705540852,4.117387502935062,2.11180275891953,0.4827586206896552,0,53,0,0,1,0,4,0,0
0,1042.208100223511,4.292365745859115,3.0611817494952143,0.42857142857142855,0,74,0,0,1,0,4,0,0
1,1105.3520578420469,4.106949132758152,0.9730396684157185,0.4444444444444444,0,31,0,0,1,0,3,0,1
0,1104.7964215801426,3.939090807864626,2.9420869264775678,0.5416666666666666,0,45,0,0,1,0,4,0,0
1,1114.9249603174603,4.227277761308516,2.021262416074956,0.625,39,50,3,0,1,0,3,0,0
0,1168.1489081892157,4.447220217091363,1.7001358504108002,0.48936170212765956,0,83,0,0,1,0,3,0,0
1,409.7624550096594,5.45883926910932,4.137315734681217,0.1440677966101695,31,167,24,0,1,0,3,0,0
1,1087.4776196557807,3.7419627890379075,1.730279931021221,0.3333333333333333,0,29,0,0,1,0,3,1,1
1,928.8522930998543,4.289882797037173,2.1900584820849835,0.4444444444444444,17,41,6,0,1,0,2,0,0
0,956.0379239907543,4.298016493588339,1.4538151800614858,0.4074074074074074,43,54,6,0,1,0,4,0,0
0,1074.75891471102,4.489071815089426,2.014783209100075,0.5,34,77,4,0,1,0,4,0,0
0,1252.4034967478365,4.145742076430486,3.1069050731635324,0.43333333333333335,0,54,0,0,1,0,3,0,0
0,1144.6724076297185,4.071469646054937,2.1205541920712534,0.4,0,51,0,0,1,0,4,0,0
0,951.0641025641025,3.8423709931771084,1.2609168282153977,0.29411764705882354,0,28,0,0,1,0,3,0,0
1,771.7921502474132,4.127567157116928,4.533444177347404,0.375,13,40,10,0,1,0,5,1,0
1,1241.474012775842,4.109595923232874,1.0647745234546362,0.44,29,42,1,0,1,0,3,1,1
0,1134.7808987070007,4.297784843850294,3.1069050731635324,0.64,0,49,0,0,1,0,3,0,0
1,1304.9765762892077,4.149812684486645,1.0380655125078446,0.625,0,77,0,0,1,0,4,0,1
1,718.9177424488607,4.844715204190438,3.9144669002470653,0.4375,9,127,43,0,1,0,4,0,0
1,948.9715147154556,4.172978277857477,1.4563634354302604,0.38461538461538464,21,47,3,0,1,0,4,0,0
1,834.1404400440043,4.899621299015828,1.3253636400083617,0.39622641509433965,17,102,11,0,1,0,5,0,0
1,719.950034272027,5.093623394707333,2.4055410682982608,0.27044025157232704,27,262,39,0,1,0,14,1,0
0,1170.9425750334055,4.105926699477595,0.8467697178277628,0.56,0,48,0,0,1,0,3,0,0
0,1343.721821388488,4.159485726745214,1.1525183924196818,0.53125,0,56,0,0,1,0,3,1,0
0,1013.1735112669653,4.152584246172162,2.11180275891953,0.42424242424242425,0,60,0,0,1,0,4,0,0
0,993.1207479203804,3.984234164652488,3.398691617840759,0.5882352941176471,0,34,0,0,1,0,3,0,0
0,774.6819814709775,4.403609674445421,1.5575477456732616,0.4444444444444444,35,43,9,0,1,0,3,0,0
1,831.4518556005397,4.146439344671015,4.152659590157661,0.2,10,40,2,0,1,0,5,1,0
1,1064.9948252364918,3.966686950278607,1.0109461704688827,0.45161290322580644,0,56,0,0,1,0,5,1,0
1,1113.8339569706693,4.575652864904122,0.8995977613767089,0.5405405405405406,69,75,6,0,1,0,4,0,0
1,1012.8243139901034,4.0250705203641814,0.99860637458337,0.47619047619047616,23,40,3,0,1,0,3,0,0
0,1089.9084500466854,4.048688113203415,0.9242094142121532,0.5263157894736842,0,36,0,0,1,0,3,1,1
1,857.3097709452985,4.883546155813107,1.1178122325987816,0.5178571428571429,63,127,24,0,1,0,5,0,0
0,770.7226399331662,3.7256507561120933,6.589107591664352,0.2727272727272727,8,21,1,0,1,0,2,0,0
0,1148.5813003989476,3.9404361462467703,1.0718817760107,0.42857142857142855,0,35,0,0,1,0,3,0,0
1,880.6444444444445,4.384183719779188,5.652234969784841,0.47058823529411764,9,40,8,0,1,0,3,0,0
0,863.8664345738295,4.1923480193173,1.859065691274346,0.48148148148148145,31,51,1,0,1,0,4,0,0
0,955.9626015351367,4.528883641464241,1.4262211002763756,0.5384615384615384,62,72,1,0,1,0,4,0,0
0,889.0970575318402,3.7406015629507228,1.4445895224528926,0.2,0,24,0,0,1,0,3,0,0
1,935.3523449878012,4.549424458338744,1.3466538367939682,0.5882352941176471,68,71,2,0,1,0,4,0,0
1,1136.6498020032611,4.346926022805003,0.6386888186992951,0.5714285714285714,32,55,2,0,1,0,4,0,0
1,1090.6031073446327,4.835120981297359,1.233459942201725,0.5396825396825397,113,120,8,0,1,0,4,0,0
0,884.2402948058325,4.710455009885623,3.1948824664469635,0.49056603773584906,73,99,1,0,1,0,5,0,0
1,486.46901555234894,5.030394654123197,3.807298717863434,0.3,9,56,8,0,1,0,2,0,0
1,988.2586564062602,4.31715596252095,2.113077029336042,0.46875,11,60,1,0,1,0,5,1,0
0,928.0221835075494,4.3680424225727155,4.4449628934728995,0.391304347826087,16,42,2,0,1,0,4,0,0
1,890.9746404747981,5.032718743362464,2.1882820143015387,0.4260869565217391,109,238,46,0,1,0,3,0,0
1,892.0870989902328,4.992810762182618,1.2982104962226086,0.375,53,183,15,0,1,0,5,0,0
0,1179.536577659186,4.1634662606679935,2.7093723602678796,0.6147540983606558,0,246,0,0,1,0,3,0,0
